label,caption,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255
bus,"A double city bus is pulled up to a bus stop.",0.53,0.42,0.37,0.36,0.27,0.29,0.4,0.56,0.47,0.56,0.64,0.65,0.84,0.76,0.71,0.73,0.47,0.4,0.36,0.4,0.41,0.35,0.33,0.5,0.45,0.51,0.61,0.62,0.69,0.61,0.53,0.59,0.49,0.44,0.41,0.47,0.5,0.56,0.6,0.65,0.48,0.46,0.56,0.61,0.65,0.53,0.47,0.49,0.42,0.31,0.42,0.48,0.49,0.49,0.53,0.83,0.84,0.6,0.52,0.55,0.56,0.57,0.51,0.38,0.26,0.24,0.56,0.6,0.55,0.57,0.62,0.7,0.8,0.65,0.71,0.76,0.64,0.53,0.49,0.38,0.16,0.19,0.62,0.39,0.28,0.18,0.45,0.71,0.71,0.15,0.15,0.25,0.36,0.34,0.4,0.37,0.2,0.29,0.58,0.34,0.28,0.34,0.52,0.62,0.75,0.37,0.1,0.07,0.07,0.15,0.26,0.39,0.25,0.31,0.54,0.51,0.41,0.52,0.68,0.64,0.76,0.25,0.07,0.15,0.13,0.18,0.46,0.6,0.52,0.46,0.67,0.58,0.5,0.67,0.73,0.72,0.77,0.4,0.36,0.2,0.41,0.34,0.55,0.74,0.68,0.75,0.49,0.38,0.45,0.51,0.49,0.56,0.7,0.8,0.64,0.22,0.33,0.52,0.75,0.75,0.73,0.72,0.52,0.4,0.25,0.11,0.08,0.07,0.27,0.41,0.31,0.51,0.69,0.7,0.62,0.5,0.69,0.59,0.48,0.31,0.18,0.11,0.09,0.09,0.19,0.47,0.75,0.84,0.69,0.53,0.47,0.48,0.7,0.67,0.64,0.62,0.58,0.55,0.58,0.62,0.75,0.82,0.8,0.81,0.75,0.52,0.47,0.48,0.67,0.67,0.67,0.68,0.67,0.71,0.76,0.79,0.8,0.8,0.82,0.76,0.53,0.47,0.48,0.47,0.65,0.66,0.67,0.7,0.73,0.76,0.78,0.79,0.79,0.8,0.73,0.51,0.46,0.47,0.46,0.45,0.68,0.71,0.71,0.74,0.78,0.78,0.78,0.79,0.79,0.72,0.53,0.46,0.47,0.45,0.44,0.44
bus,"A bus and other cars driving down a multi-laned street .",0.42,0.75,0.77,0.78,0.78,0.72,0.74,0.77,0.78,0.74,0.66,0.73,0.7,0.47,0.61,0.75,0.63,0.82,0.83,0.83,0.81,0.56,0.2,0.25,0.24,0.3,0.7,0.66,0.73,0.76,0.65,0.71,0.78,0.81,0.81,0.79,0.78,0.45,0.06,0.11,0.08,0.25,0.72,0.64,0.67,0.75,0.71,0.64,0.79,0.78,0.78,0.76,0.72,0.61,0.4,0.34,0.34,0.51,0.69,0.7,0.66,0.72,0.75,0.73,0.77,0.78,0.75,0.75,0.73,0.6,0.56,0.48,0.54,0.63,0.67,0.74,0.66,0.66,0.74,0.77,0.75,0.7,0.75,0.8,0.73,0.53,0.47,0.47,0.43,0.56,0.72,0.77,0.73,0.65,0.71,0.77,0.75,0.71,0.74,0.82,0.71,0.55,0.6,0.54,0.53,0.56,0.69,0.77,0.77,0.68,0.67,0.74,0.76,0.77,0.77,0.81,0.76,0.65,0.65,0.64,0.63,0.64,0.74,0.79,0.77,0.73,0.67,0.72,0.77,0.77,0.77,0.78,0.79,0.75,0.76,0.77,0.76,0.76,0.8,0.82,0.78,0.76,0.7,0.67,0.79,0.81,0.8,0.81,0.78,0.72,0.75,0.75,0.73,0.75,0.77,0.83,0.8,0.76,0.72,0.64,0.83,0.84,0.85,0.85,0.77,0.69,0.73,0.71,0.69,0.73,0.75,0.8,0.82,0.76,0.74,0.64,0.84,0.85,0.86,0.84,0.78,0.7,0.73,0.74,0.68,0.71,0.72,0.78,0.81,0.77,0.75,0.69,0.82,0.84,0.86,0.84,0.77,0.68,0.73,0.75,0.69,0.7,0.71,0.76,0.79,0.75,0.74,0.71,0.83,0.84,0.84,0.82,0.75,0.65,0.7,0.72,0.69,0.69,0.71,0.74,0.78,0.77,0.73,0.71,0.79,0.81,0.83,0.8,0.76,0.66,0.7,0.72,0.7,0.67,0.67,0.67,0.72,0.76,0.72,0.66,0.8,0.81,0.83,0.78,0.75,0.62,0.68,0.71,0.69,0.65,0.65,0.62,0.68,0.72,0.71,0.64
bus,"A large orange double decker bus parked in a parking lot.",0.75,0.74,0.73,0.74,0.76,0.78,0.78,0.77,0.81,0.85,0.85,0.87,0.87,0.79,0.65,0.64,0.73,0.75,0.77,0.77,0.75,0.75,0.78,0.83,0.76,0.53,0.47,0.57,0.4,0.59,0.75,0.7,0.76,0.76,0.74,0.76,0.78,0.77,0.71,0.52,0.31,0.25,0.36,0.56,0.21,0.25,0.4,0.61,0.72,0.74,0.79,0.8,0.68,0.47,0.34,0.31,0.32,0.35,0.51,0.69,0.4,0.49,0.58,0.55,0.8,0.8,0.64,0.45,0.35,0.34,0.45,0.53,0.6,0.67,0.72,0.71,0.56,0.44,0.58,0.56,0.57,0.38,0.33,0.42,0.56,0.62,0.69,0.72,0.7,0.68,0.68,0.71,0.59,0.39,0.41,0.47,0.55,0.55,0.64,0.68,0.7,0.69,0.67,0.67,0.69,0.69,0.67,0.62,0.6,0.57,0.45,0.55,0.69,0.71,0.7,0.69,0.66,0.65,0.67,0.63,0.42,0.33,0.39,0.36,0.25,0.3,0.31,0.39,0.59,0.57,0.53,0.51,0.65,0.65,0.66,0.6,0.24,0.2,0.4,0.4,0.15,0.23,0.25,0.33,0.31,0.24,0.19,0.28,0.63,0.64,0.65,0.62,0.23,0.28,0.48,0.47,0.41,0.27,0.22,0.27,0.44,0.38,0.36,0.4,0.6,0.64,0.65,0.6,0.35,0.48,0.56,0.36,0.67,0.32,0.15,0.27,0.43,0.64,0.66,0.68,0.66,0.55,0.53,0.65,0.68,0.65,0.65,0.55,0.48,0.42,0.46,0.44,0.2,0.25,0.32,0.39,0.48,0.3,0.21,0.47,0.5,0.54,0.58,0.65,0.55,0.5,0.41,0.36,0.28,0.25,0.22,0.19,0.2,0.27,0.22,0.19,0.2,0.22,0.24,0.28,0.36,0.18,0.2,0.16,0.39,0.38,0.36,0.35,0.3,0.27,0.18,0.19,0.23,0.21,0.21,0.23,0.31,0.21,0.41,0.31,0.33,0.36,0.37,0.37,0.36,0.33,0.28,0.31,0.33,0.31,0.29,0.22,0.19,0.34,0.35,0.34
bus,"a bus with a kitty face on the front of it",0.45,0.45,0.56,0.62,0.36,0.42,0.86,0.77,0.73,0.86,1.0,1.0,1.0,0.99,0.91,0.51,0.36,0.48,0.28,0.24,0.2,0.24,0.38,0.35,0.34,0.53,0.92,0.85,0.66,0.45,0.44,0.37,0.25,0.29,0.28,0.31,0.24,0.24,0.34,0.35,0.26,0.25,0.35,0.3,0.2,0.12,0.23,0.35,0.23,0.27,0.29,0.26,0.26,0.25,0.25,0.31,0.35,0.37,0.57,0.66,0.51,0.38,0.24,0.27,0.25,0.3,0.24,0.17,0.22,0.18,0.25,0.5,0.43,0.33,0.58,0.76,0.77,0.78,0.42,0.18,0.22,0.24,0.25,0.26,0.33,0.26,0.28,0.34,0.13,0.13,0.56,0.61,0.47,0.57,0.41,0.14,0.15,0.2,0.22,0.32,0.27,0.19,0.21,0.24,0.2,0.19,0.56,0.71,0.59,0.51,0.49,0.26,0.08,0.17,0.21,0.25,0.2,0.17,0.19,0.19,0.11,0.1,0.69,0.82,0.81,0.89,0.71,0.29,0.28,0.38,0.36,0.33,0.33,0.27,0.23,0.16,0.21,0.2,0.7,0.85,0.89,0.88,0.84,0.19,0.45,0.36,0.16,0.22,0.3,0.37,0.38,0.14,0.39,0.44,0.52,0.72,0.88,0.9,0.66,0.14,0.33,0.3,0.27,0.25,0.2,0.16,0.13,0.11,0.22,0.38,0.53,0.72,0.78,0.7,0.55,0.16,0.45,0.44,0.42,0.4,0.39,0.37,0.3,0.22,0.15,0.18,0.2,0.24,0.26,0.31,0.35,0.36,0.47,0.47,0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.44,0.42,0.42,0.44,0.45,0.45,0.45,0.44,0.44,0.45,0.47,0.47,0.45,0.44,0.44,0.44,0.44,0.45,0.46,0.47,0.46,0.45,0.44,0.43,0.43,0.43,0.44,0.44,0.42,0.42,0.41,0.42,0.41,0.4,0.41,0.41,0.42,0.41,0.41,0.4,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.38
bus,"A bus traveling on a street during the day.",0.33,0.29,0.47,0.49,0.28,0.34,0.42,0.55,0.93,0.6,0.55,0.55,0.49,0.52,0.8,0.92,0.34,0.31,0.56,0.35,0.29,0.33,0.4,0.55,0.78,0.55,0.44,0.53,0.55,0.53,0.7,0.78,0.36,0.3,0.35,0.33,0.32,0.39,0.45,0.44,0.53,0.46,0.44,0.45,0.4,0.42,0.57,0.59,0.35,0.33,0.34,0.38,0.45,0.49,0.35,0.47,0.44,0.46,0.5,0.48,0.33,0.37,0.47,0.57,0.3,0.33,0.34,0.38,0.38,0.44,0.25,0.55,0.52,0.45,0.54,0.29,0.35,0.41,0.38,0.42,0.42,0.27,0.15,0.33,0.34,0.37,0.41,0.47,0.44,0.44,0.5,0.49,0.49,0.31,0.43,0.55,0.22,0.26,0.11,0.28,0.45,0.56,0.58,0.56,0.35,0.19,0.19,0.42,0.42,0.49,0.78,0.73,0.07,0.15,0.24,0.33,0.34,0.43,0.35,0.38,0.38,0.29,0.3,0.41,0.41,0.38,0.7,0.67,0.14,0.16,0.29,0.33,0.27,0.29,0.36,0.4,0.29,0.28,0.45,0.49,0.47,0.38,0.58,0.7,0.3,0.42,0.6,0.53,0.45,0.44,0.52,0.6,0.46,0.38,0.48,0.39,0.36,0.61,0.76,0.72,0.45,0.56,0.67,0.61,0.46,0.35,0.31,0.32,0.3,0.31,0.37,0.51,0.62,0.68,0.68,0.68,0.63,0.64,0.65,0.64,0.56,0.51,0.52,0.5,0.53,0.65,0.72,0.72,0.71,0.68,0.68,0.67,0.62,0.64,0.66,0.67,0.7,0.73,0.73,0.74,0.73,0.7,0.69,0.69,0.7,0.69,0.69,0.69,0.63,0.64,0.65,0.67,0.67,0.67,0.68,0.68,0.69,0.69,0.69,0.65,0.62,0.62,0.64,0.64,0.63,0.64,0.65,0.66,0.67,0.67,0.68,0.68,0.66,0.67,0.65,0.54,0.45,0.49,0.52,0.47,0.62,0.63,0.65,0.65,0.66,0.64,0.51,0.47,0.46,0.47,0.45,0.45,0.47,0.47,0.43,0.4
bus,"A young man standing in the doorway of a bus",0.53,0.63,0.5,0.64,0.82,0.96,0.97,0.92,0.83,0.73,0.62,0.51,0.41,0.34,0.33,0.37,0.74,0.84,0.87,0.84,0.75,0.65,0.57,0.51,0.47,0.44,0.43,0.44,0.45,0.53,0.55,0.55,0.59,0.51,0.44,0.4,0.43,0.49,0.56,0.58,0.43,0.38,0.3,0.39,0.8,0.55,0.18,0.15,0.36,0.4,0.4,0.4,0.41,0.33,0.44,0.4,0.02,0.08,0.03,0.15,0.81,0.39,0.0,0.05,0.23,0.2,0.15,0.29,0.27,0.16,0.29,0.47,0.03,0.04,0.08,0.2,0.72,0.34,0.05,0.03,0.19,0.16,0.21,0.34,0.31,0.16,0.43,0.45,0.03,0.04,0.1,0.34,0.6,0.38,0.22,0.02,0.24,0.23,0.33,0.32,0.33,0.2,0.56,0.38,0.17,0.08,0.1,0.45,0.76,0.32,0.39,0.32,0.33,0.22,0.28,0.43,0.4,0.23,0.58,0.42,0.11,0.11,0.25,0.53,0.76,0.11,0.24,0.25,0.31,0.18,0.4,0.42,0.42,0.26,0.76,0.8,0.37,0.43,0.25,0.58,0.67,0.06,0.12,0.18,0.55,0.51,0.55,0.53,0.47,0.46,0.77,0.79,0.69,0.51,0.18,0.67,0.58,0.0,0.0,0.11,0.59,0.76,0.76,0.78,0.77,0.78,0.59,0.55,0.48,0.53,0.26,0.66,0.73,0.38,0.32,0.36,0.67,0.71,0.73,0.75,0.8,0.6,0.27,0.63,0.69,0.53,0.31,0.63,0.81,0.52,0.48,0.51,0.6,0.67,0.74,0.73,0.82,0.45,0.31,0.76,0.67,0.42,0.35,0.69,0.8,0.4,0.26,0.25,0.55,0.55,0.65,0.73,0.78,0.47,0.24,0.38,0.33,0.25,0.3,0.68,0.8,0.47,0.28,0.27,0.61,0.58,0.55,0.67,0.76,0.53,0.11,0.06,0.04,0.02,0.23,0.68,0.8,0.5,0.25,0.26,0.59,0.56,0.5,0.59,0.74,0.47,0.09,0.1,0.09,0.04,0.24,0.67,0.79,0.57,0.28,0.26
bus,"A curve in a city road with a bus following a car and people walking on the side.",0.13,0.16,0.17,0.26,0.38,0.61,0.7,0.74,0.68,0.73,0.7,0.71,0.71,0.55,0.6,0.66,0.13,0.11,0.13,0.11,0.14,0.43,0.56,0.39,0.47,0.69,0.69,0.38,0.55,0.56,0.54,0.62,0.12,0.13,0.09,0.11,0.18,0.41,0.47,0.35,0.38,0.33,0.38,0.33,0.31,0.3,0.2,0.39,0.3,0.36,0.44,0.52,0.52,0.55,0.64,0.62,0.33,0.16,0.06,0.15,0.13,0.18,0.13,0.28,0.35,0.31,0.58,0.59,0.6,0.47,0.51,0.47,0.3,0.24,0.36,0.25,0.21,0.21,0.21,0.29,0.18,0.11,0.15,0.06,0.45,0.55,0.46,0.43,0.36,0.44,0.37,0.57,0.76,0.68,0.7,0.73,0.53,0.34,0.2,0.2,0.45,0.58,0.56,0.58,0.5,0.42,0.37,0.58,0.63,0.53,0.58,0.64,0.56,0.6,0.62,0.62,0.63,0.62,0.62,0.61,0.6,0.56,0.54,0.47,0.4,0.26,0.2,0.25,0.52,0.52,0.53,0.53,0.55,0.55,0.56,0.56,0.56,0.55,0.55,0.5,0.4,0.29,0.22,0.18,0.51,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.52,0.51,0.49,0.49,0.49,0.49,0.49,0.48,0.5,0.5,0.49,0.5,0.51,0.51,0.52,0.52,0.51,0.51,0.5,0.49,0.48,0.47,0.47,0.46,0.49,0.49,0.48,0.49,0.5,0.49,0.47,0.46,0.47,0.46,0.47,0.49,0.48,0.47,0.47,0.47,0.45,0.45,0.46,0.47,0.48,0.49,0.47,0.46,0.46,0.43,0.44,0.47,0.47,0.47,0.46,0.46,0.63,0.57,0.55,0.55,0.55,0.55,0.5,0.49,0.5,0.56,0.55,0.54,0.55,0.53,0.49,0.46,0.78,0.81,0.83,0.84,0.82,0.76,0.51,0.46,0.6,0.47,0.44,0.45,0.46,0.45,0.65,0.71,0.45,0.5,0.56,0.62,0.64,0.64,0.62,0.64,0.69,0.63,0.61,0.58,0.58,0.55,0.7,0.79
bus,"A bus makes a splash in the heavy rain.",0.13,0.16,0.13,0.14,0.15,0.14,0.2,0.24,0.26,0.23,0.23,0.22,0.19,0.15,0.13,0.13,0.09,0.1,0.18,0.21,0.22,0.2,0.18,0.22,0.24,0.2,0.18,0.19,0.18,0.15,0.12,0.12,0.1,0.16,0.22,0.2,0.24,0.22,0.2,0.19,0.21,0.2,0.18,0.18,0.15,0.13,0.11,0.13,0.16,0.21,0.21,0.22,0.23,0.21,0.22,0.22,0.23,0.21,0.2,0.18,0.14,0.13,0.13,0.13,0.18,0.2,0.22,0.25,0.24,0.3,0.33,0.33,0.32,0.26,0.24,0.17,0.12,0.12,0.1,0.13,0.17,0.19,0.2,0.22,0.24,0.13,0.12,0.15,0.13,0.09,0.08,0.16,0.13,0.11,0.09,0.16,0.19,0.19,0.21,0.2,0.21,0.05,0.09,0.16,0.18,0.09,0.04,0.11,0.15,0.11,0.15,0.24,0.2,0.18,0.2,0.2,0.14,0.08,0.04,0.05,0.11,0.07,0.02,0.09,0.14,0.12,0.1,0.13,0.26,0.3,0.22,0.26,0.27,0.09,0.01,0.04,0.05,0.03,0.06,0.11,0.15,0.11,0.1,0.09,0.52,0.65,0.44,0.49,0.55,0.22,0.19,0.15,0.14,0.18,0.2,0.17,0.21,0.24,0.13,0.12,0.5,0.51,0.41,0.44,0.53,0.47,0.23,0.26,0.26,0.23,0.46,0.33,0.45,0.51,0.39,0.23,0.49,0.49,0.38,0.45,0.6,0.3,0.02,0.06,0.07,0.05,0.11,0.35,0.48,0.43,0.32,0.25,0.39,0.42,0.49,0.55,0.7,0.74,0.35,0.31,0.35,0.41,0.75,0.64,0.4,0.27,0.27,0.25,0.31,0.33,0.36,0.39,0.69,0.81,0.42,0.43,0.39,0.44,0.9,0.67,0.38,0.31,0.27,0.25,0.29,0.31,0.36,0.35,0.51,0.53,0.29,0.31,0.31,0.33,0.55,0.43,0.33,0.31,0.24,0.21,0.33,0.33,0.33,0.31,0.39,0.36,0.24,0.29,0.31,0.3,0.48,0.35,0.27,0.27,0.25,0.19
bus,"An electric trolley bus on the street in Seattle",1.0,0.84,0.65,0.63,0.58,0.68,0.73,0.97,1.0,0.96,0.61,0.95,0.98,0.96,0.55,0.36,0.57,0.56,0.48,0.46,0.45,0.44,0.37,0.66,1.0,0.71,0.29,0.55,0.99,0.99,0.76,0.42,0.49,0.84,0.76,0.42,0.52,0.45,0.45,0.35,0.79,0.48,0.26,0.19,0.73,0.98,0.87,0.47,0.61,0.5,0.84,0.51,0.48,0.49,0.43,0.35,0.4,0.33,0.22,0.19,0.22,0.72,0.92,0.73,0.33,0.13,0.47,0.55,0.31,0.42,0.41,0.42,0.33,0.27,0.16,0.15,0.12,0.3,0.72,0.78,0.28,0.11,0.24,0.47,0.34,0.44,0.44,0.38,0.32,0.23,0.11,0.09,0.13,0.15,0.2,0.73,0.23,0.05,0.42,0.57,0.41,0.47,0.41,0.46,0.49,0.39,0.41,0.32,0.2,0.15,0.1,0.49,0.31,0.11,0.35,0.4,0.38,0.46,0.33,0.36,0.41,0.38,0.4,0.37,0.4,0.36,0.15,0.43,0.31,0.23,0.19,0.33,0.2,0.47,0.21,0.37,0.45,0.36,0.33,0.23,0.26,0.25,0.24,0.41,0.33,0.3,0.36,0.38,0.31,0.41,0.41,0.61,0.68,0.48,0.38,0.4,0.37,0.39,0.56,0.63,0.47,0.53,0.58,0.6,0.7,0.74,0.77,0.8,0.7,0.65,0.42,0.3,0.23,0.24,0.4,0.46,0.69,0.73,0.76,0.78,0.77,0.76,0.76,0.65,0.39,0.31,0.27,0.27,0.3,0.32,0.33,0.41,0.75,0.72,0.69,0.67,0.65,0.65,0.65,0.66,0.64,0.66,0.73,0.75,0.72,0.7,0.72,0.71,0.64,0.65,0.66,0.66,0.66,0.65,0.64,0.64,0.64,0.64,0.61,0.57,0.58,0.6,0.62,0.69,0.65,0.65,0.66,0.67,0.65,0.64,0.62,0.63,0.63,0.59,0.55,0.56,0.59,0.62,0.67,0.7,0.64,0.68,0.71,0.71,0.72,0.7,0.69,0.68,0.65,0.65,0.65,0.64,0.62,0.64,0.69,0.65
bus,"A city bus is driving through the town",0.87,0.84,0.84,0.85,0.85,0.87,0.88,0.87,0.88,0.71,0.61,0.36,0.31,0.58,0.46,0.58,0.79,0.78,0.78,0.8,0.82,0.84,0.82,0.87,0.57,0.51,0.74,0.43,0.46,0.66,0.57,0.58,0.78,0.82,0.82,0.81,0.83,0.85,0.87,0.83,0.27,0.72,0.82,0.64,0.7,0.77,0.65,0.58,0.85,0.87,0.86,0.87,0.88,0.89,0.93,0.75,0.44,0.73,0.65,0.54,0.63,0.65,0.55,0.4,0.77,0.72,0.71,0.78,0.78,0.72,0.61,0.37,0.35,0.23,0.12,0.15,0.25,0.2,0.21,0.18,0.44,0.36,0.32,0.3,0.29,0.2,0.15,0.16,0.16,0.15,0.15,0.13,0.17,0.24,0.21,0.16,0.26,0.18,0.18,0.2,0.28,0.29,0.18,0.33,0.27,0.2,0.4,0.33,0.29,0.42,0.35,0.28,0.23,0.25,0.24,0.27,0.34,0.33,0.21,0.38,0.3,0.33,0.41,0.42,0.42,0.32,0.27,0.24,0.3,0.22,0.26,0.23,0.25,0.35,0.3,0.38,0.38,0.43,0.43,0.44,0.41,0.34,0.29,0.21,0.37,0.24,0.22,0.3,0.42,0.35,0.19,0.19,0.19,0.27,0.42,0.4,0.33,0.26,0.23,0.22,0.39,0.31,0.18,0.26,0.48,0.37,0.13,0.14,0.13,0.12,0.09,0.06,0.08,0.15,0.22,0.11,0.46,0.41,0.27,0.16,0.13,0.21,0.3,0.21,0.12,0.18,0.32,0.21,0.08,0.17,0.21,0.12,0.47,0.48,0.48,0.44,0.35,0.22,0.31,0.14,0.09,0.16,0.25,0.16,0.06,0.29,0.31,0.1,0.43,0.44,0.45,0.46,0.48,0.46,0.41,0.29,0.17,0.09,0.01,0.02,0.04,0.11,0.15,0.19,0.44,0.43,0.44,0.44,0.44,0.45,0.45,0.44,0.45,0.38,0.34,0.35,0.37,0.39,0.41,0.43,0.42,0.43,0.44,0.45,0.45,0.45,0.45,0.43,0.45,0.47,0.48,0.47,0.47,0.47,0.47,0.46
bus,"a public transit bus in a city street",1.0,1.0,0.91,0.71,0.53,0.38,0.31,0.29,0.31,0.36,0.38,0.38,0.35,0.33,0.35,0.34,0.8,0.62,0.38,0.31,0.32,0.36,0.37,0.37,0.4,0.4,0.4,0.44,0.43,0.39,0.38,0.35,0.25,0.25,0.32,0.37,0.4,0.4,0.4,0.42,0.44,0.42,0.42,0.36,0.34,0.4,0.36,0.25,0.37,0.4,0.41,0.39,0.4,0.38,0.39,0.36,0.33,0.35,0.33,0.24,0.31,0.34,0.26,0.22,0.39,0.43,0.36,0.35,0.36,0.35,0.35,0.34,0.33,0.37,0.28,0.29,0.29,0.3,0.27,0.31,0.37,0.39,0.31,0.29,0.38,0.38,0.39,0.42,0.44,0.42,0.36,0.31,0.31,0.28,0.3,0.38,0.37,0.38,0.32,0.37,0.45,0.49,0.44,0.27,0.26,0.34,0.31,0.43,0.41,0.2,0.18,0.34,0.36,0.37,0.29,0.37,0.53,0.51,0.46,0.24,0.15,0.22,0.33,0.32,0.47,0.33,0.07,0.26,0.29,0.59,0.71,0.52,0.53,0.48,0.49,0.47,0.6,0.44,0.38,0.43,0.49,0.36,0.21,0.29,0.27,0.45,0.46,0.51,0.44,0.39,0.5,0.44,0.37,0.4,0.64,0.66,0.36,0.3,0.38,0.38,0.5,0.47,0.47,0.37,0.18,0.2,0.12,0.19,0.25,0.38,0.51,0.41,0.17,0.3,0.36,0.4,0.6,0.59,0.58,0.53,0.46,0.41,0.38,0.39,0.41,0.39,0.36,0.33,0.38,0.42,0.38,0.35,0.39,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.33,0.32,0.32,0.34,0.39,0.32,0.3,0.25,0.3,0.31,0.31,0.3,0.3,0.32,0.3,0.32,0.33,0.34,0.36,0.39,0.4,0.39,0.38,0.37,0.32,0.32,0.33,0.34,0.35,0.37,0.37,0.4,0.42,0.41,0.42,0.4,0.4,0.41,0.4,0.4,0.35,0.35,0.37,0.4,0.4,0.37,0.38,0.39,0.39,0.37,0.37,0.38,0.37,0.37,0.38,0.37
bus,"An 'Apple' logo burns bright over a city bus.",0.09,0.11,0.08,0.09,0.09,0.1,0.1,0.11,0.13,0.09,0.11,0.09,0.07,0.07,0.06,0.05,0.12,0.11,0.09,0.11,0.11,0.12,0.13,0.14,0.17,0.34,0.17,0.1,0.09,0.08,0.07,0.06,0.1,0.12,0.11,0.13,0.13,0.15,0.15,0.3,0.8,0.9,0.38,0.11,0.11,0.09,0.07,0.07,0.11,0.13,0.13,0.15,0.16,0.2,0.16,0.46,1.0,1.0,0.51,0.12,0.13,0.1,0.08,0.07,0.13,0.15,0.16,0.18,0.2,0.23,0.23,0.35,0.94,1.0,0.58,0.13,0.14,0.11,0.09,0.08,0.12,0.17,0.2,0.23,0.25,0.29,0.31,0.31,0.45,0.61,0.4,0.18,0.16,0.13,0.11,0.09,0.11,0.18,0.21,0.24,0.3,0.34,0.36,0.38,0.35,0.29,0.25,0.22,0.16,0.14,0.12,0.09,0.1,0.22,0.17,0.2,0.36,0.38,0.43,0.44,0.44,0.4,0.31,0.23,0.18,0.15,0.13,0.13,0.11,0.26,0.18,0.24,0.39,0.4,0.33,0.24,0.29,0.27,0.24,0.21,0.18,0.18,0.31,0.29,0.11,0.18,0.18,0.27,0.35,0.18,0.13,0.09,0.05,0.05,0.07,0.11,0.13,0.21,0.2,0.16,0.09,0.01,0.23,0.51,0.51,0.16,0.08,0.15,0.28,0.05,0.11,0.11,0.06,0.21,0.31,0.36,0.09,0.01,0.3,0.85,0.81,0.44,0.44,0.73,0.69,0.17,0.22,0.16,0.06,0.17,0.4,0.64,0.07,0.02,0.34,0.51,0.5,0.32,0.46,0.51,0.35,0.17,0.04,0.09,0.1,0.18,0.25,0.31,0.06,0.01,0.31,0.15,0.27,0.15,0.13,0.09,0.02,0.15,0.18,0.21,0.26,0.19,0.21,0.25,0.04,0.05,0.09,0.04,0.28,0.22,0.19,0.2,0.21,0.18,0.19,0.19,0.26,0.23,0.22,0.25,0.04,0.07,0.08,0.05,0.23,0.18,0.22,0.23,0.23,0.16,0.16,0.15,0.17,0.18,0.11,0.01
